Frame,Vertex,X,Y,Z
1,0,-0.0656658187508583,0.07272420078516006,1.2409725189208984
1,1,0.0,0.07272420078516006,1.2409725189208984
1,2,-0.0656658187508583,-0.07353302836418152,1.2274997234344482
1,3,0.0,-0.07353302836418152,1.2274997234344482
1,4,-0.0656658187508583,-0.09767252206802368,1.3279460668563843
1,5,0.0,-0.09767252206802368,1.3279460668563843
1,6,-0.0656658187508583,-0.041686512529850006,1.3853875398635864
1,7,0.0,-0.041686512529850006,1.3853875398635864
1,8,-0.0656658187508583,0.08840491622686386,1.318897008895874
1,9,0.0,0.08840491622686386,1.318897008895874
1,10,-0.0656658187508583,0.038954369723796844,1.3814369440078735
1,11,0.0,0.038954369723796844,1.3814369440078735
1,12,-0.0656658187508583,-0.0250406414270401,1.202675223350525
1,13,0.0,-0.0250406414270401,1.202675223350525
1,14,-0.0656658187508583,-0.06571457535028458,1.371797800064087
1,15,0.0,-0.06571457535028458,1.371797800064087
1,16,-0.0656658187508583,-0.10304006189107895,1.3012547492980957
1,17,0.0,-0.10304006189107895,1.3012547492980957
1,18,-0.0656658187508583,0.002591066062450409,1.2013198137283325
1,19,0.0,0.002591066062450409,1.2013198137283325
1,20,-0.0656658187508583,0.02951938658952713,1.2076988220214844
1,21,0.0,0.02951938658952713,1.2076988220214844
1,22,0.0,0.0535474494099617,1.221289038658142
1,23,0.0,-0.09046819806098938,1.248926043510437
1,24,0.0,-0.08489129692316055,1.3521137237548828
1,25,0.0,-0.01475822925567627,1.3917667865753174
1,26,0.0,0.01287350058555603,1.390411376953125
1,27,0.0,0.09087289124727249,1.2918322086334229
1,28,0.0,0.06136588007211685,1.3655871152877808
1,29,0.0,-0.05112150311470032,1.2116495370864868
1,30,0.0,-0.1005721166729927,1.2741892337799072
1,31,0.0,0.07830103486776352,1.3441606760025024
1,32,0.0,0.08550537377595901,1.2651402950286865
1,33,-0.0656658187508583,0.0535474494099617,1.221289038658142
1,34,-0.0656658187508583,-0.09046819806098938,1.248926043510437
1,35,-0.0656658187508583,-0.08489129692316055,1.3521137237548828
1,36,-0.0656658187508583,-0.01475822925567627,1.3917667865753174
1,37,-0.0656658187508583,0.01287350058555603,1.390411376953125
1,38,-0.0656658187508583,0.07830103486776352,1.3441606760025024
1,39,-0.0656658187508583,0.08550537377595901,1.2651402950286865
1,40,-0.06354279071092606,0.07272420078516006,1.2409725189208984
1,41,-0.06354279071092606,-0.07353302836418152,1.2274997234344482
1,42,-0.06354279071092606,-0.09767252206802368,1.3279460668563843
1,43,-0.06354279071092606,-0.041686512529850006,1.3853875398635864
1,44,-0.06354279071092606,0.08840491622686386,1.318897008895874
1,45,-0.06354279071092606,0.038954369723796844,1.3814369440078735
1,46,-0.06354279071092606,-0.0250406414270401,1.202675223350525
1,47,-0.06354279071092606,-0.06571457535028458,1.371797800064087
1,48,-0.06354279071092606,-0.10304006189107895,1.3012547492980957
1,49,-0.06354279071092606,0.002591066062450409,1.2013198137283325
1,50,-0.06354279071092606,0.02951938658952713,1.2076988220214844
1,51,-0.06354279071092606,0.0535474494099617,1.221289038658142
1,52,-0.06354279071092606,-0.09046819806098938,1.248926043510437
1,53,-0.06354279071092606,-0.08489129692316055,1.3521137237548828
1,54,-0.06354279071092606,-0.01475822925567627,1.3917667865753174
1,55,-0.06354279071092606,0.01287350058555603,1.390411376953125
